Plugin,status,Plugin Name,Family,Severity,remark,IP Address,Exploit?,Repository,MAC Address,Plugin Output,Synopsis,Description,See Also,Risk Factor,STIG Severity,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V2 Temporal Score,CVSS V3 Temporal Score,CVSS V2 Vector,CVSS V3 Vector,CPE,CVE,BID,Cross References,First Discovered,Last Observed,Vuln Publication Date,Patch Publication Date,Plugin Publication Date,Plugin Modification Date,Exploit Ease,Exploit Frameworks,Check Type,Version,Recast Risk Comment,Accept Risk Comment,Agent ID,Host ID
14272,,Netstat Portscanner (SSH),Port scanners,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,Plugin Output: Port 8443/tcp was found to be open,Remote open ports can be enumerated via SSH.,"Nessus was able to run 'netstat' on the remote host to enumerate the open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the event that the target being scanned is localhost.",https://en.wikipedia.org/wiki/Netstat,None,,,,,,,,,,,,"Oct 27, 2023 12:31:10 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,"Aug 15, 2004 12:00:00 +08","May 17, 2023 12:00:00 +08",,,remote,1.101,,,,
14272,,Netstat Portscanner (SSH),Port scanners,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,Plugin Output: Port 18000/tcp was found to be open,Remote open ports can be enumerated via SSH.,"Nessus was able to run 'netstat' on the remote host to enumerate the open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the event that the target being scanned is localhost.",https://en.wikipedia.org/wiki/Netstat,None,,,,,,,,,,,,"Oct 27, 2023 12:31:10 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,"Aug 15, 2004 12:00:00 +08","May 17, 2023 12:00:00 +08",,,remote,1.101,,,,
19506,,Nessus Scan Information,Settings,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Plugin Output: Information about this scan : 

Nessus version : 10.6.1
Nessus build : 20021
Plugin feed version : 202310310407
Scanner edition used : Nessus
Scanner OS : LINUX
Scanner distribution : es7-x86-64
Scan type : Normal
Scan name : SGCBUC2FAAPP001
Scan policy used : 49476772-cb31-5a59-a096-37078869da1e-2399878/(Latest)CIMB_Oracle_Linux_Security_Baseline_1.0
Scanner IP : 10.26.136.136
Port scanner(s) : netstat 
Port range : default
Ping RTT : 16.550 ms
Thorough tests : no
Experimental tests : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : yes, as 'tenossvc' via ssh
Attempt Least Privilege : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin launched)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 30
Max checks : 4
Recv timeout : 5
Backports : None
Allow post-scan editing : Yes
Nessus Plugin Signature Checking : Enabled
Audit File Signature Checking : Disabled
Scan Start Date : 2023/10/31 22:29 +08
Scan duration : 396 sec
Scan for malware : no",This plugin displays information about the Nessus scan.,"This plugin displays, for each tested host, information about the scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management     checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.",,None,,,,,,,,,,,,"Oct 27, 2023 12:31:10 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,"Aug 26, 2005 12:00:00 +08","Jul 31, 2023 12:00:00 +08",,,summary,1.119,,,,
141118,,Target Credential Status by Authentication Protocol - Valid Credentials Provided,Settings,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Plugin Output: 
Nessus was able to log in to the remote host via the following :

User:       'tenossvc'
Port:       22
Proto:      SSH
Method:     password
Escalation: sudo",Valid credentials were provided for an available authentication protocol.,"Nessus was able to determine that valid credentials were provided for an authentication protocol available on the remote target because it was able to successfully authenticate directly to the remote target using that authentication protocol at least once. Authentication was successful because the authentication protocol service was available remotely, the service was able to be identified, the authentication protocol was able to be negotiated successfully, and a set of credentials provided in the scan policy for that authentication protocol was accepted by the remote service. See plugin output for details, including protocol, port, and account.

Please note the following :

- This plugin reports per protocol, so it is possible for   valid credentials to be provided for one protocol and not   another. For example, authentication may succeed via SSH   but fail via SMB, while no credentials were provided for   an available SNMP service.

- Providing valid credentials for all available   authentication protocols may improve scan coverage, but   the value of successful authentication for a given   protocol may vary from target to target depending upon   what data (if any) is gathered from the target via that   protocol. For example, successful authentication via SSH   is more valuable for Linux targets than for Windows   targets, and likewise successful authentication via SMB   is more valuable for Windows targets than for Linux   targets.",,None,,,,,,,,,,,,"Oct 27, 2023 12:31:10 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,"Oct 15, 2020 12:00:00 +08","Jul 26, 2021 12:00:00 +08",,,summary,1.4,,,,
1000965,,1.1.1.1 Ensure mounting of cramfs filesystems is disabled - modprobe,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.1.1 Ensure mounting of cramfs filesystems is disabled - modprobe

Information: The cramfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems. A cramfs image can be used without having to first decompress the image. Removing support for unneeded filesystem types reduces the local attack surface of the server. If this filesystem type is not needed, disable it.

Result: PASSED

Actual Value: The command '/sbin/modprobe -n -v cramfs | /usr/bin/awk '{print} END {if (NR == 0) print """"fail""""}'' returned : 

install /bin/true

Policy Value: cmd: /sbin/modprobe -n -v cramfs | /usr/bin/awk '{print} END {if (NR == 0) print """"fail""""}'
expect: install /bin/true
system: Linux

Solution: Edit or create the file /etc/modprobe.d/CIS.conf and add the following line- install cramfs /bin/true

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4,800-171|3.4.6,800-171|3.4.7,CN-L3|7.1.3.5(c),CN-L3|7.1.3.7(d),CSF|PR.IP-1,CSF|PR.PT-3,ITSG-33|CM-7,CSCv6|3.1,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4,800-171 #3.4.6,800-171 #3.4.7,CN-L3 #7.1.3.5(c),CN-L3 #7.1.3.7(d),CSF #PR.IP-1,CSF #PR.PT-3,ITSG-33 #CM-7,CSCv6 #3.1,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1000966,,1.1.1.1 Ensure mounting of cramfs filesystems is disabled - lsmod,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.1.1.1 Ensure mounting of cramfs filesystems is disabled - lsmod

Information: The cramfs filesystem type is a compressed read-only Linux filesystem embedded in small footprint systems. A cramfs image can be used without having to first decompress the image. Removing support for unneeded filesystem types reduces the local attack surface of the server. If this filesystem type is not needed, disable it.

Result: PASSED

Actual Value: The command '/sbin/lsmod | /bin/grep cramfs | /bin/awk '{print} END {if (NR == 0) print """"pass"""" ; else print """"fail""""}'' returned : 

pass

Policy Value: cmd: /sbin/lsmod | /bin/grep cramfs | /bin/awk '{print} END {if (NR == 0) print """"pass"""" ; else print """"fail""""}'
expect: pass
system: Linux

Solution: Edit or create the file /etc/modprobe.d/CIS.conf and add the following line- install cramfs /bin/true

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,800-171|3.4.6,800-171|3.4.7,CN-L3|7.1.3.5(c),CN-L3|7.1.3.7(d),CSF|PR.IP-1,CSF|PR.PT-3,ITSG-33|CM-7,CSCv6|13,LEVEL|1S,PCI-DSSv3.1|2.2.4,PCI-DSSv3.2|2.2.4",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,800-171 #3.4.6,800-171 #3.4.7,CN-L3 #7.1.3.5(c),CN-L3 #7.1.3.7(d),CSF #PR.IP-1,CSF #PR.PT-3,ITSG-33 #CM-7,CSCv6 #13,LEVEL #1S,PCI-DSSv3.1 #2.2.4,PCI-DSSv3.2 #2.2.4","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1000995,,1.2.2 Ensure gpgcheck is globally activated,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.2.2 Ensure gpgcheck is globally activated

Information: The gpgcheck option, found in the main section of the /etc/yum.conf and individual /etc/yum/repos.d/* files determines if an RPM package's signature is checked prior to its installation. It is important to ensure that an RPM's package signature is always checked prior to installation to ensure that the software is obtained from a trusted source.

Result: PASSED

Actual Value: Compliant file(s):
      /etc/yum.conf - regex '^[\s]*gpgcheck[\s]*=' found - expect '^[\s]*gpgcheck[\s]*=[\s]*1[\s]*$' found in the following lines:
          8: gpgcheck=1

Policy Value: expect: ^[\s]*gpgcheck[\s]*=[\s]*1[\s]*$
file: /etc/yum.conf
regex: ^[\s]*gpgcheck[\s]*=
system: Linux

Solution: Edit /etc/yum.conf and set 'gpgcheck=1' in the [main] section. Edit any failing files in /etc/yum.repos.d/* and set all instances of gpgcheck to '1'.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|SI-7,CSF|PR.DS-6,SWIFT-CSCv1|6.2,CSCv6|4.5,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #SI-7,CSF #PR.DS-6,SWIFT-CSCv1 #6.2,CSCv6 #4.5,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1000998,,1.3.1 Ensure AIDE is installed,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 1.3.1 Ensure AIDE is installed

Information: AIDE takes a snapshot of filesystem state including modification times, permissions, and file hashes which can then be used to compare against the current state of the filesystem to detect modifications to the system. By monitoring the filesystem state compromised files can be detected to prevent or limit the exposure of accidental or malicious misconfigurations or modified binaries.

Result: PASSED

Actual Value: The local RPM is newer than aide-0.0.0-0 (aide-0.15.1-13.0.1.el7_9.1)

Policy Value: operator: gt
required: YES
rpm: aide-0.0.0-0
system: Linux

Solution: Run the following command to install aide- # yum install aide Configure AIDE as appropriate for your environment. Consult the AIDE documentation for options. Initialize AIDE- # aide --init# mv /var/lib/aide/aide.db.new.gz /var/lib/aide/aide.db.gz

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,PCI-DSSv3.1|12.3.7,PCI-DSSv3.2|12.3.7,800-171|3.4.8,CSF|PR.IP-1,CSF|PR.PT-3,ISO/IEC-27001|A.12.5.1,ISO/IEC-27001|A.12.6.2,SWIFT-CSCv1|2.3,CSCv6|2.2,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,PCI-DSSv3.1 #12.3.7,PCI-DSSv3.2 #12.3.7,800-171 #3.4.8,CSF #PR.IP-1,CSF #PR.PT-3,ISO/IEC-27001 #A.12.5.1,ISO/IEC-27001 #A.12.6.2,SWIFT-CSCv1 #2.3,CSCv6 #2.2,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1001076,,2.3.1 Ensure NIS Client is not installed,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 2.3.1 Ensure NIS Client is not installed

Information: The Network Information Service (NIS), formerly known as Yellow Pages, is a client-server directory service protocol used to distribute system configuration files. The NIS client (ypbind) was used to bind a machine to an NIS server and receive the distributed configuration files. The NIS service is inherently an insecure system that has been vulnerable to DOS attacks, buffer overflows and has poor authentication for querying NIS maps. NIS generally has been replaced by such protocols as Lightweight Directory Access Protocol (LDAP). It is recommended that the service be removed.

Result: PASSED

Actual Value: The package 'ypbind-0.0.0-0' is not installed

Policy Value: operator: lt
required: NO
rpm: ypbind-0.0.0-0
system: Linux

Solution: Run the following command to uninstall ypbind- # yum remove ypbind Impact- Many insecure service clients are used as troubleshooting tools and in testing environments. Uninstalling them can inhibit capability to test and troubleshoot. If they are required it is advisable to remove the clients after use to prevent accidental or intentional misuse.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,800-171|3.4.8,CSF|PR.IP-1,CSF|PR.PT-3,ISO/IEC-27001|A.12.6.2,SWIFT-CSCv1|2.3,CSCv6|2,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,800-171 #3.4.8,CSF #PR.IP-1,CSF #PR.PT-3,ISO/IEC-27001 #A.12.6.2,SWIFT-CSCv1 #2.3,CSCv6 #2,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1001077,,2.3.2 Ensure rsh client is not installed,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 2.3.2 Ensure rsh client is not installed

Information: The rsh package contains the client commands for the rsh services. These legacy clients contain numerous security exposures and have been replaced with the more secure SSH package. Even if the server is removed, it is best to ensure the clients are also removed to prevent users from inadvertently attempting to use these commands and therefore exposing their credentials. Note that removing the rsh package removes the clients for rsh, rcp and rlogin.

Result: PASSED

Actual Value: The package 'rsh-0.0.0-0' is not installed

Policy Value: operator: lt
required: NO
rpm: rsh-0.0.0-0
system: Linux

Solution: Run the following command to uninstall rsh- # yum remove rsh Impact- Many insecure service clients are used as troubleshooting tools and in testing environments. Uninstalling them can inhibit capability to test and troubleshoot. If they are required it is advisable to remove the clients after use to prevent accidental or intentional misuse.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,800-171|3.4.8,CSF|PR.IP-1,CSF|PR.PT-3,ISO/IEC-27001|A.12.6.2,SWIFT-CSCv1|2.3,CSCv6|3.4,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,800-171 #3.4.8,CSF #PR.IP-1,CSF #PR.PT-3,ISO/IEC-27001 #A.12.6.2,SWIFT-CSCv1 #2.3,CSCv6 #3.4,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1001078,,2.3.3 Ensure talk client is not installed,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 2.3.3 Ensure talk client is not installed

Information: The talk software makes it possible for users to send and receive messages across systems through a terminal session. The talk client, which allows initialization of talk sessions, is installed by default. The software presents a security risk as it uses unencrypted protocols for communication.

Result: PASSED

Actual Value: The package 'talk-0.0.0-0' is not installed

Policy Value: operator: lt
required: NO
rpm: talk-0.0.0-0
system: Linux

Solution: Run the following command to uninstall talk- # yum remove talk Impact- Many insecure service clients are used as troubleshooting tools and in testing environments. Uninstalling them can inhibit capability to test and troubleshoot. If they are required it is advisable to remove the clients after use to prevent accidental or intentional misuse.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,800-171|3.4.8,CSF|PR.IP-1,CSF|PR.PT-3,ISO/IEC-27001|A.12.6.2,SWIFT-CSCv1|2.3,CSCv6|2,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,800-171 #3.4.8,CSF #PR.IP-1,CSF #PR.PT-3,ISO/IEC-27001 #A.12.6.2,SWIFT-CSCv1 #2.3,CSCv6 #2,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1001079,,2.3.4 Ensure telnet client is not installed,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 2.3.4 Ensure telnet client is not installed

Information: The telnet package contains the telnet client, which allows users to start connections to other systems via the telnet protocol. The telnet protocol is insecure and unencrypted. The use of an unencrypted transmission medium could allow an unauthorized user to steal credentials. The ssh package provides an encrypted session and stronger security and is included in most Linux distributions.

Result: PASSED

Actual Value: The package 'telnet-0.0.0-0' is not installed

Policy Value: operator: lt
required: NO
rpm: telnet-0.0.0-0
system: Linux

Solution: Run the following command to uninstall telnet- # yum remove telnet Impact- Many insecure service clients are used as troubleshooting tools and in testing environments. Uninstalling them can inhibit capability to test and troubleshoot. If they are required it is advisable to remove the clients after use to prevent accidental or intentional misuse.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,800-171|3.4.8,CSF|PR.IP-1,CSF|PR.PT-3,ISO/IEC-27001|A.12.6.2,SWIFT-CSCv1|2.3,CSCv6|3.4,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,800-171 #3.4.8,CSF #PR.IP-1,CSF #PR.PT-3,ISO/IEC-27001 #A.12.6.2,SWIFT-CSCv1 #2.3,CSCv6 #3.4,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
1001080,,2.3.5 Ensure LDAP client is not installed,N/A,Info,,10.26.82.25,No,Individual Scan,00:21:f6:6d:98:59,"Check Name: 2.3.5 Ensure LDAP client is not installed

Information: The Lightweight Directory Access Protocol (LDAP) was introduced as a replacement for NIS/YP. It is a service that provides a method for looking up information from a central database. If the system will not need to act as an LDAP client, it is recommended that the software be removed to reduce the potential attack surface.

Result: PASSED

Actual Value: The package 'openldap-clients-0.0.0-0' is not installed

Policy Value: operator: lt
required: NO
rpm: openldap-clients-0.0.0-0
system: Linux

Solution: Run the following command to uninstall openldap-clients- # yum remove openldap-clients Impact- Removing the LDAP client will prevent or inhibit using LDAP for authentication in your environment.

See Also: https://workbench.cisecurity.org/files/1862

Reference Information: 800-53|CM-7,800-171|3.4.8,CSF|PR.IP-1,CSF|PR.PT-3,ISO/IEC-27001|A.12.6.2,SWIFT-CSCv1|2.3,CSCv6|2,LEVEL|1S",,,https://workbench.cisecurity.org/files/1862,,,,,,,,,,,,"auditFile #unix,800-53 #CM-7,800-171 #3.4.8,CSF #PR.IP-1,CSF #PR.PT-3,ISO/IEC-27001 #A.12.6.2,SWIFT-CSCv1 #2.3,CSCv6 #2,LEVEL #1S","Oct 31, 2023 22:36:24 +08","Oct 31, 2023 22:36:24 +08",N/A,N/A,N/A,N/A,,,,,,,,
